Name,Rtg,Pos,Card,Nation,PAC,SHO,PAS,DRI,DEF,PHY,Link
Alexander Pöllhuber,57,LB,bronzerare,Austria,55,22,56,53,64,62,https://wefut.com/player/13/3112/alexander-pollhuber
Anthony Murphy,57,RM,bronzerare,Republic of Ireland,80,51,52,55,54,57,https://wefut.com/player/13/2918/anthony-murphy
Jake Robinson,57,ST,bronzerare,England,79,57,48,64,37,50,https://wefut.com/player/13/2816/jake-robinson
Keith Lowe,57,RB,bronzerare,England,62,26,56,51,59,70,https://wefut.com/player/13/2725/keith-lowe
Stacy Long,57,CM,bronzerare,England,75,43,56,60,50,56,https://wefut.com/player/13/1725/stacy-long
Dannie Bulman,57,CM,bronzerare,England,52,47,64,54,54,58,https://wefut.com/player/13/897/dannie-bulman
Ben Futcher,57,CB,bronzerare,England,47,32,41,39,57,66,https://wefut.com/player/13/293/ben-futcher
Stephen Maher,57,CM,bronze,Republic of Ireland,61,50,59,51,56,56,https://wefut.com/player/13/13865/stephen-maher
Kang Yong,57,RB,bronze,Korea Republic,68,51,48,56,59,57,https://wefut.com/player/13/13864/kang-yong
Konrad Warzycha,57,CAM,bronze,United States,63,56,49,59,50,64,https://wefut.com/player/13/12564/konrad-warzycha
Dean Kelly,57,ST,bronze,Republic of Ireland,62,58,27,55,41,69,https://wefut.com/player/13/12130/dean-kelly
David Cassidy,57,CAM,bronze,Republic of Ireland,55,54,57,57,55,57,https://wefut.com/player/13/12129/david-cassidy
Paul Crowley,57,CDM,bronze,Republic of Ireland,52,42,55,40,58,60,https://wefut.com/player/13/12128/paul-crowley
Sean Cunningham,57,CB,bronze,United States,63,49,54,49,56,61,https://wefut.com/player/13/11947/sean-cunningham
Alex Rodman,57,LM,bronze,England,76,56,47,61,35,51,https://wefut.com/player/13/11946/alex-rodman
Jung Sung Min,57,ST,bronze,Korea Republic,65,52,58,52,37,65,https://wefut.com/player/13/11945/jung-sung-min
Sam Mantom,57,CM,bronze,England,57,56,64,54,44,51,https://wefut.com/player/13/11944/sam-mantom
Yoon Seung Hyeon,57,RM,bronze,Korea Republic,64,53,56,51,53,59,https://wefut.com/player/13/11550/yoon-seung-hyeon
Lee Sung Jae,57,ST,bronze,Korea Republic,67,54,35,53,27,53,https://wefut.com/player/13/11548/lee-sung-jae
Jake Reeves,57,CM,bronze,England,62,44,64,67,44,50,https://wefut.com/player/13/11547/jake-reeves
Jason Trifiro,57,CM,bronze,Australia,60,47,63,60,50,55,https://wefut.com/player/13/10990/jason-trifiro
Aqel Al Sahbi,57,CB,bronze,Saudi Arabia,74,28,37,35,57,62,https://wefut.com/player/13/10973/aqel-al-sahbi
Abdulla Fatadi,57,CAM,bronze,Bahrain,77,50,57,66,44,51,https://wefut.com/player/13/10965/abdulla-fatadi
Marc-Oliver Kempf,57,CB,bronze,Germany,55,31,43,37,57,64,https://wefut.com/player/13/10951/marc-oliver-kempf
Krystian Witkowski,57,CAM,bronze,United States,58,54,60,61,41,48,https://wefut.com/player/13/10867/krystian-witkowski
Thomas Murg,57,LM,bronze,Austria,77,53,52,66,31,43,https://wefut.com/player/13/10858/thomas-murg
Sebastian Wimmer,57,CB,bronze,Austria,64,25,34,44,58,60,https://wefut.com/player/13/10857/sebastian-wimmer
Misfer Al Bishi,57,CAM,bronze,Saudi Arabia,67,39,61,56,52,62,https://wefut.com/player/13/10834/misfer-al-bishi
Mohammed Al Qarni,57,CDM,bronze,Saudi Arabia,69,48,52,55,57,53,https://wefut.com/player/13/10832/mohammed-al-qarni
Roussel Ngankam,57,ST,bronze,Germany,69,54,43,56,32,60,https://wefut.com/player/13/10793/roussel-ngankam
Hamoud Abbas,57,CDM,bronze,Saudi Arabia,68,49,60,58,55,55,https://wefut.com/player/13/10788/hamoud-abbas
Christian Günter,57,LB,bronze,Germany,68,31,55,55,57,57,https://wefut.com/player/13/10730/christian-gunter
Koray Altinay,57,RM,bronze,Germany,73,48,55,62,41,45,https://wefut.com/player/13/10704/koray-altinay
Yahya Ateen,57,CDM,bronze,Saudi Arabia,71,30,50,52,56,56,https://wefut.com/player/13/10653/yahya-ateen
Patrick Haag,57,LM,bronze,Germany,66,38,56,56,55,54,https://wefut.com/player/13/10635/patrick-haag
Steven Boothman,57,LB,bronze,England,65,44,56,54,56,54,https://wefut.com/player/13/10634/steven-boothman
Tim Payne,57,ST,bronze,New Zealand,71,53,50,57,40,42,https://wefut.com/player/13/10619/tim-payne
Raheem Hanley,57,LB,bronze,England,64,33,41,51,58,53,https://wefut.com/player/13/10587/raheem-hanley
Bandar Mesaed,57,LB,bronze,Saudi Arabia,62,29,42,28,58,64,https://wefut.com/player/13/10562/bandar-mesaed
Abdullah Buhumail,57,RM,bronze,Saudi Arabia,62,27,62,50,51,54,https://wefut.com/player/13/10544/abdullah-buhumail
Theab Majrashi,57,CB,bronze,Saudi Arabia,60,25,54,26,56,64,https://wefut.com/player/13/10530/theab-majrashi
Nathaniel Knight-Percival,57,CB,bronze,England,66,29,40,39,56,60,https://wefut.com/player/13/10486/nathaniel-knight-percival
Park Se Young,57,ST,bronze,Korea Republic,67,50,55,56,40,61,https://wefut.com/player/13/10416/park-se-young
Marco Delgado,57,CDM,bronze,United States,67,46,54,63,53,43,https://wefut.com/player/13/10402/marco-delgado
Cesar Romero,57,ST,bronze,United States,71,49,35,60,34,53,https://wefut.com/player/13/10378/cesar-romero
Tim Chow,57,CM,bronze,England,66,47,59,58,52,58,https://wefut.com/player/13/10366/tim-chow
Evan James,57,LM,bronze,Canada,77,54,52,54,34,52,https://wefut.com/player/13/10359/evan-james
Ashley Harris,57,ST,bronze,England,65,54,40,57,31,54,https://wefut.com/player/13/10356/ashley-harris
Bruno Godeau,57,CB,bronze,Korea Republic,57,23,26,43,59,60,https://wefut.com/player/13/10303/han-yong-su
Lee Jae Kwang,57,CB,bronze,Korea Republic,62,23,26,25,56,65,https://wefut.com/player/13/10298/lee-jae-kwang
Emiliano Bonfigli,57,ST,bronze,Argentina,69,56,34,56,33,57,https://wefut.com/player/13/10268/emiliano-bonfigli
Marvin Iraheta,57,CDM,bronze,El Salvador,68,51,53,65,56,49,https://wefut.com/player/13/10262/marvin-iraheta
Chris Estridge,57,LB,bronze,United States,70,45,54,55,56,48,https://wefut.com/player/13/10245/chris-estridge
Cyprian Hedrick,57,CB,bronze,Cameroon,66,31,41,38,58,59,https://wefut.com/player/13/10243/cyprian-hedrick
Dušan Jevtić,57,CAM,bronze,Bosnia Herzegovina,72,51,52,65,32,46,https://wefut.com/player/13/10212/dusan-jevtic
Hunter Jumper,57,LB,bronze,United States,69,30,53,53,57,60,https://wefut.com/player/13/10197/hunter-jumper
Dominik Wydra,57,CDM,bronze,Austria,68,43,56,54,58,56,https://wefut.com/player/13/10194/dominik-wydra
Callum Reilly,57,CM,bronze,England,73,55,61,58,54,58,https://wefut.com/player/13/10188/callum-reilly
Michael Clarkson,57,CM,bronze,England,62,45,59,57,56,61,https://wefut.com/player/13/10184/michael-clarkson
Michael Keane,57,CB,bronze,England,59,31,46,47,55,63,https://wefut.com/player/13/10172/michael-keane
Archford Uche Gutu,57,CAM,bronze,Zimbabwe,64,51,54,61,43,44,https://wefut.com/player/13/10166/archford-uche-gutu
Ji Kyung Deuk,57,LW,bronze,Korea Republic,68,39,58,57,44,48,https://wefut.com/player/13/10131/ji-kyung-deuk
Kim Jung Bin,57,RM,bronze,Korea Republic,69,52,56,56,36,55,https://wefut.com/player/13/10103/kim-jung-bin
Jordan Willis,57,CB,bronze,England,69,23,48,48,57,64,https://wefut.com/player/13/10090/jordan-willis
Kim Hyun,57,ST,bronze,Korea Republic,64,56,43,56,38,64,https://wefut.com/player/13/10088/kim-hyun
Lee Sung Jae,57,ST,bronze,Korea Republic,67,54,35,53,27,53,https://wefut.com/player/13/10053/lee-sung-jae
Lionel Zouma,57,CB,bronze,France,61,24,40,28,56,63,https://wefut.com/player/13/10052/lionel-zouma
Shane Byrne,57,CM,bronze,Republic of Ireland,63,50,58,56,51,57,https://wefut.com/player/13/10017/shane-byrne
Mitch Hancox,57,LB,bronze,England,74,51,54,56,57,58,https://wefut.com/player/13/9994/mitch-hancox
Kurtis March,57,CM,bronze,Wales,64,48,61,55,53,52,https://wefut.com/player/13/9980/kurtis-march
Petrus Boumal,57,CDM,bronze,Cameroon,65,44,61,56,53,55,https://wefut.com/player/13/9975/petrus-boumal
Dimitris Stamou,57,CDM,bronze,Greece,61,32,55,54,58,54,https://wefut.com/player/13/9955/dimitris-stamou
Marco Thiede,57,CAM,bronze,Germany,63,47,57,62,42,46,https://wefut.com/player/13/9923/marco-thiede
Baïssama Sankoh,57,CB,bronze,France,57,28,42,50,56,60,https://wefut.com/player/13/9864/baissama-sankoh
Stephan Auer,57,RB,bronze,Austria,73,27,40,52,58,53,https://wefut.com/player/13/9773/stephan-auer
Gavin Brennan,57,LM,bronze,Republic of Ireland,71,53,54,58,45,50,https://wefut.com/player/13/9767/gavin-brennan
Phillipp Steinhart,57,LB,bronze,Germany,66,37,56,56,54,54,https://wefut.com/player/13/9766/phillipp-steinhart
Yu Ji Hoon,57,CB,bronze,Korea Republic,77,31,30,28,60,64,https://wefut.com/player/13/9758/yu-ji-hoon
Khaled Melliti,57,CM,bronze,Tunisia,69,56,66,62,38,54,https://wefut.com/player/13/9725/khaled-melliti
Christophe Kerbrat,57,CDM,bronze,France,71,35,51,48,58,63,https://wefut.com/player/13/9667/christophe-kerbrat
Daniel Redmond,57,CAM,bronze,England,60,49,64,56,42,51,https://wefut.com/player/13/9655/daniel-redmond
Josh Langley,57,CB,bronze,England,61,22,31,34,60,60,https://wefut.com/player/13/9654/josh-langley
Cameron Lindsay,57,CDM,bronze,New Zealand,67,36,49,42,61,53,https://wefut.com/player/13/9651/cameron-lindsay
Remo Mally,57,CB,bronze,Austria,63,38,44,53,57,70,https://wefut.com/player/13/9645/remo-mally
Martin Rodler,57,CB,bronze,Austria,53,16,26,25,61,60,https://wefut.com/player/13/9612/martin-rodler
Lévy Koffi Djidji,57,CB,bronze,Ivory Coast,61,23,44,43,56,60,https://wefut.com/player/13/9557/levy-koffi-djidji
Jan Washausen,57,RB,bronze,Germany,64,34,53,40,61,51,https://wefut.com/player/13/9476/jan-washausen
Jake Reeves,57,CM,bronze,England,62,44,64,67,44,50,https://wefut.com/player/13/9462/jake-reeves
Dylan Tombides,57,ST,bronze,Australia,68,53,35,53,35,66,https://wefut.com/player/13/9453/dylan-tombides
Matt Stinson,57,CM,bronze,Canada,64,48,53,57,55,49,https://wefut.com/player/13/9445/matt-stinson
Keith Makubuya,57,ST,bronze,Canada,76,54,46,59,40,60,https://wefut.com/player/13/9426/keith-makubuya
James Jeggo,57,CM,bronze,Australia,73,54,54,59,49,36,https://wefut.com/player/13/9417/james-jeggo
Conor Laerenbergh,57,ST,bronze,Belgium,72,57,45,58,33,63,https://wefut.com/player/13/9414/conor-laerenbergh
Juan Carlos Enríquez,57,CF,bronze,Mexico,72,51,31,61,37,54,https://wefut.com/player/13/9381/juan-carlos-enriquez
Jung Sung Min,57,ST,bronze,Korea Republic,65,52,58,52,37,65,https://wefut.com/player/13/9365/jung-sung-min
Choi Jin Ho,57,CF,bronze,Korea Republic,64,55,46,58,50,62,https://wefut.com/player/13/9346/choi-jin-ho
Yoon Seung Hyeon,57,RM,bronze,Korea Republic,64,53,56,51,53,59,https://wefut.com/player/13/9334/yoon-seung-hyeon
Daniel Bowles,57,RB,bronze,Australia,65,37,53,51,57,60,https://wefut.com/player/13/9260/daniel-bowles
Jack Stephens,57,CB,bronze,England,75,29,47,51,55,56,https://wefut.com/player/13/9253/jack-stephens
Måns Söderqvist,57,CF,bronze,Sweden,73,50,53,66,30,42,https://wefut.com/player/13/9243/mans-soderqvist
Florian Makhedjouf,57,CM,bronze,France,66,50,61,58,49,55,https://wefut.com/player/13/9222/florian-makhedjouf
Josh Ruffels,57,CM,bronze,England,60,43,59,57,50,42,https://wefut.com/player/13/9216/josh-ruffels
Alex Rodman,57,LM,bronze,England,76,56,47,61,35,51,https://wefut.com/player/13/9204/alex-rodman
Sean Cunningham,57,LB,bronze,United States,63,49,54,49,56,61,https://wefut.com/player/13/9199/sean-cunningham
Konrad Warzycha,57,CAM,bronze,United States,63,56,49,59,50,64,https://wefut.com/player/13/9132/konrad-warzycha
Adrian Zahra,57,RM,bronze,Australia,77,54,46,66,41,43,https://wefut.com/player/13/9106/adrian-zahra
Billy Clifford,57,RB,bronze,England,68,41,51,62,58,51,https://wefut.com/player/13/9085/billy-clifford
Johannes Geis,57,CDM,bronze,Germany,62,44,56,58,57,67,https://wefut.com/player/13/9080/johannes-geis
Moreira,57,CM,bronze,Brazil,67,57,62,62,42,51,https://wefut.com/player/13/9004/moreira
Nicholas Lindsay,57,RW,bronze,Canada,72,55,52,55,43,68,https://wefut.com/player/13/8999/nicholas-lindsay
Mathieu Deplagne,57,RB,bronze,France,61,31,63,40,54,65,https://wefut.com/player/13/8998/mathieu-deplagne
Patrick McEleney,57,ST,bronze,Republic of Ireland,71,55,37,57,34,55,https://wefut.com/player/13/8987/patrick-mceleney
Scott Smith,57,LB,bronze,Scotland,69,19,46,53,60,60,https://wefut.com/player/13/8943/scott-smith
Daniel Høegh,57,CB,bronze,Denmark,58,37,38,48,57,68,https://wefut.com/player/13/8938/daniel-hoegh
Sergey Sipatov,57,ST,bronze,Russia,68,59,47,56,36,55,https://wefut.com/player/13/8912/sergey-sipatov
Franco Signorelli,57,CM,bronze,Venezuela,65,50,58,58,50,58,https://wefut.com/player/13/8881/franco-signorelli
Ryan Leonard,57,RB,bronze,England,71,49,63,54,55,48,https://wefut.com/player/13/8803/ryan-leonard
Dean Kelly,57,ST,bronze,Republic of Ireland,62,58,27,55,41,69,https://wefut.com/player/13/8790/dean-kelly
An Sung Bin,57,CF,bronze,Korea Republic,66,62,42,55,49,70,https://wefut.com/player/13/8781/an-sung-bin
Karel Van Roose,57,CDM,bronze,Belgium,61,44,47,50,60,63,https://wefut.com/player/13/8755/karel-van-roose
Steven Skrzybski,57,ST,bronze,Germany,75,56,48,64,29,46,https://wefut.com/player/13/8729/steven-skrzybski
Chris Taylor,57,LB,bronze,United States,77,48,50,62,32,48,https://wefut.com/player/13/8715/billy-bodin
Luke Williams,57,ST,bronze,England,61,59,38,66,39,47,https://wefut.com/player/13/8704/luke-williams
George Bowerman,57,ST,bronze,England,73,58,42,52,35,57,https://wefut.com/player/13/8615/george-bowerman
Sam Mantom,57,CM,bronze,England,57,56,64,54,44,51,https://wefut.com/player/13/8582/sam-mantom
Franco Zennaro,57,CDM,bronze,Belgium,66,33,54,50,57,56,https://wefut.com/player/13/8577/franco-zennaro
Maximilian Karner,57,CB,bronze,Austria,50,21,13,40,61,62,https://wefut.com/player/13/8573/maximilian-karner
Thomas Löffler,57,RM,bronze,Austria,65,41,59,59,47,56,https://wefut.com/player/13/8530/thomas-loffler
Marco Köfler,57,LM,bronze,Austria,76,40,53,62,37,48,https://wefut.com/player/13/8529/marco-kofler
Rubén Garcés,57,CB,bronze,Spain,66,29,38,45,60,56,https://wefut.com/player/13/8489/ruben-garces
Steven Gray,57,CB,bronze,Republic of Ireland,49,28,33,48,60,63,https://wefut.com/player/13/8242/steven-gray
Andrew Mitchell,57,RM,bronze,Northern Ireland,66,44,63,54,46,44,https://wefut.com/player/13/8181/andrew-mitchell
Emre Turan,57,CB,bronze,Turkey,63,36,47,44,57,66,https://wefut.com/player/13/8174/emre-turan
Miguel Muñiz,57,RM,bronze,Spain,72,49,53,57,35,51,https://wefut.com/player/13/8039/miguel-muniz
John Dunleavy,57,RB,bronze,Republic of Ireland,54,36,55,46,56,57,https://wefut.com/player/13/7927/john-dunleavy
Tom Parkes,57,CB,bronze,England,63,32,45,43,58,62,https://wefut.com/player/13/7906/tom-parkes
Kevin Long,57,CB,bronze,Republic of Ireland,56,27,34,27,59,64,https://wefut.com/player/13/7815/kevin-long
Dean Marshall,57,RM,bronze,Republic of Ireland,71,47,51,57,36,47,https://wefut.com/player/13/7745/dean-marshall
Eoin Wearen,57,CAM,bronze,Republic of Ireland,63,61,61,55,47,53,https://wefut.com/player/13/7646/eoin-wearen
Thomas Kral,57,CB,bronze,Austria,54,21,41,33,59,66,https://wefut.com/player/13/7630/thomas-kral
Manuel Wallner,57,CB,bronze,Austria,56,24,29,31,58,68,https://wefut.com/player/13/7619/manuel-wallner
Oliver Lee,57,CM,bronze,England,66,55,62,59,45,54,https://wefut.com/player/13/7605/oliver-lee
Christopher Shields,57,CM,bronze,Republic of Ireland,63,52,57,54,57,56,https://wefut.com/player/13/7449/christopher-shields
Ben Reeves,57,LM,bronze,England,69,42,56,60,45,54,https://wefut.com/player/13/7420/ben-reeves
Josh Payne,57,CDM,bronze,England,66,55,57,61,53,59,https://wefut.com/player/13/7350/josh-payne
Marcelo Gracia,57,CF,bronze,Mexico,66,54,43,60,36,48,https://wefut.com/player/13/7315/marcelo-gracia
Billy Bodin,57,LM,bronze,Korea Republic,63,53,45,52,56,64,https://wefut.com/player/13/7291/kwon-yong-nam
Nathan Craig,57,LM,bronze,Wales,65,55,57,59,43,51,https://wefut.com/player/13/6986/nathan-craig
Enoch Kofi Adu,57,CDM,bronze,Ghana,66,39,52,56,58,53,https://wefut.com/player/13/6973/enoch-kofi-adu
Jeff Goulding,57,ST,bronze,England,62,52,43,51,38,65,https://wefut.com/player/13/6963/jeff-goulding
Marco Mathys,57,CM,bronze,Switzerland,64,52,56,57,55,58,https://wefut.com/player/13/6904/marco-mathys
Matthew Paterson,57,ST,bronze,Scotland,68,52,37,54,41,58,https://wefut.com/player/13/6868/matthew-paterson
Charlie Barnett,57,CM,bronze,England,75,56,61,59,44,47,https://wefut.com/player/13/6793/charlie-barnett
Aaron Morris,57,CDM,bronze,Wales,65,40,53,53,57,60,https://wefut.com/player/13/6762/aaron-morris
Lukas Rath,57,LB,bronze,Austria,68,32,49,54,59,60,https://wefut.com/player/13/6746/lukas-rath
Billy Bingham,57,CDM,bronze,England,68,39,56,56,53,54,https://wefut.com/player/13/6689/billy-bingham
Stephan Palla,57,LB,bronze,Austria,74,27,52,59,54,53,https://wefut.com/player/13/6253/stephan-palla
Will Atkinson,57,RM,bronze,England,73,53,53,61,45,50,https://wefut.com/player/13/6205/will-atkinson
Andrew Wright,57,CM,bronze,England,59,32,63,58,60,53,https://wefut.com/player/13/6172/andrew-wright
Wilfried Domoraud,57,LM,bronze,France,77,50,48,60,38,59,https://wefut.com/player/13/6157/wilfried-domoraud
Guy Madjo,57,ST,bronze,Cameroon,76,55,41,56,38,63,https://wefut.com/player/13/6121/guy-madjo
John Akinde,57,ST,bronze,England,74,55,33,40,41,70,https://wefut.com/player/13/6080/john-akinde
Luke Moore,57,CF,bronze,England,66,54,49,65,27,38,https://wefut.com/player/13/6079/luke-moore
Ian Bermingham,57,LB,bronze,Republic of Ireland,59,41,55,51,56,64,https://wefut.com/player/13/6002/ian-bermingham
Abdul Osman,57,CM,bronze,Ghana,65,52,55,53,64,58,https://wefut.com/player/13/5957/abdul-osman
Dean Winnard,57,RB,bronze,England,76,25,45,43,58,60,https://wefut.com/player/13/5900/dean-winnard
Robbie Threlfall,57,LB,bronze,England,72,42,55,57,57,56,https://wefut.com/player/13/5802/robbie-threlfall
Dario Daković,57,CB,bronze,Austria,54,25,42,54,57,62,https://wefut.com/player/13/5710/dario-dakovic
Leon McSweeney,57,LB,bronze,Republic of Ireland,74,47,58,62,57,58,https://wefut.com/player/13/5665/leon-mcsweeney
Ian Ryan,57,CB,bronze,Republic of Ireland,54,19,46,28,58,60,https://wefut.com/player/13/5419/ian-ryan
Lucas Pantelis,57,LM,bronze,Australia,75,56,48,64,54,40,https://wefut.com/player/13/5386/lucas-pantelis
Kwon Yong Nam,57,CB,bronze,Republic of Ireland,64,40,51,42,58,64,https://wefut.com/player/13/5337/darren-murphy
Stephen Hurley,57,CDM,bronze,Republic of Ireland,54,49,56,49,56,54,https://wefut.com/player/13/5306/stephen-hurley
Conan Byrne,57,RM,bronze,Republic of Ireland,60,56,57,57,37,58,https://wefut.com/player/13/5246/conan-byrne
Craig Curran,57,ST,bronze,England,75,53,49,54,39,62,https://wefut.com/player/13/5178/craig-curran
Stephen Maher,57,CM,bronze,Republic of Ireland,61,50,59,51,56,56,https://wefut.com/player/13/5120/stephen-maher
Philipp Steiner,57,CDM,bronze,Austria,63,35,55,51,57,62,https://wefut.com/player/13/4795/philipp-steiner
Rob Purdie,57,CM,bronze,England,70,41,61,62,55,54,https://wefut.com/player/13/4770/rob-purdie
Lucas Akins,57,RM,bronze,England,64,55,57,57,40,64,https://wefut.com/player/13/4485/lucas-akins
Luke Joyce,57,CM,bronze,England,70,45,58,56,60,62,https://wefut.com/player/13/4471/luke-joyce
Kasper Povlsen,57,CDM,bronze,Denmark,64,51,57,59,57,56,https://wefut.com/player/13/4313/kasper-povlsen
Ashley Chambers,57,ST,bronze,England,70,53,43,60,33,55,https://wefut.com/player/13/4286/ashley-chambers
Liam Davis,57,LB,bronze,England,73,53,56,62,59,56,https://wefut.com/player/13/4024/liam-davis
Stephen O'Donnell,57,CM,bronze,Republic of Ireland,63,56,57,55,56,55,https://wefut.com/player/13/3788/stephen-o-donnell
Mariusz Sacha,57,RM,bronze,Poland,75,53,51,58,38,51,https://wefut.com/player/13/3576/mariusz-sacha
David Cassidy,57,CAM,bronze,Republic of Ireland,55,54,57,57,55,57,https://wefut.com/player/13/3345/david-cassidy
Sam Morrow,57,ST,bronze,Northern Ireland,61,53,35,53,30,62,https://wefut.com/player/13/3088/sam-morrow
John Russell,57,CM,bronze,Republic of Ireland,55,52,58,58,54,55,https://wefut.com/player/13/2901/john-russell
Paul Crowley,57,CDM,bronze,Republic of Ireland,52,42,55,40,58,60,https://wefut.com/player/13/2899/paul-crowley
Mark Farren,57,ST,bronze,Republic of Ireland,64,56,29,53,28,54,https://wefut.com/player/13/2896/mark-farren
Kang Yong,57,RB,bronze,Korea Republic,68,51,48,56,59,57,https://wefut.com/player/13/2875/kang-yong
Song Han Bok,57,CDM,bronze,Korea Republic,46,37,51,56,60,58,https://wefut.com/player/13/2731/song-han-bok
Andreas Schrott,57,LB,bronze,Austria,67,47,52,47,58,64,https://wefut.com/player/13/2535/andreas-schrott
Scott Kerr,57,CM,bronze,England,61,40,56,54,62,50,https://wefut.com/player/13/2041/scott-kerr
